icecream_flavor,icecream_price,icecream_rating,customer_id,shop_city
pistachio,7.23,2,B4252,Campinas
mint chocolate chips,2.62,1,C2318,São Paulo
chocolate,4.97,4,A3078,Barueri
vanilla,1.61,4,B5052,Barueri
cookies and cream,7.71,4,A9787,São Paulo
cookies and cream,9.42,1,C2318,São Paulo
mint chocolate chips,5.39,4,D6895,São Paulo
chocolate,9.6,1,A8641,Barueri
chocolate,2.35,2,C3529,Campinas
vanilla,7.0,3,A5289,Barueri
mint chocolate chips,9.07,2,D7337,Campinas
mint chocolate chips,9.75,1,D6895,São Paulo
strawberry,8.96,1,C6250,Barueri
strawberry,6.92,4,B5004,Ribeirão Pires
cookies and cream,2.86,4,A5289,São Paulo
pistachio,3.85,2,A1234,Barueri
chocolate,4.23,4,A9787,Campinas
strawberry,7.63,1,D8176,São Paulo
mint chocolate chips,8.23,1,C4371,Campinas
vanilla,3.59,4,C4371,Ribeirão Pires
strawberry,5.96,4,B8212,Ribeirão Pires
vanilla,8.7,3,B2148,Barueri
strawberry,6.48,2,C2949,São Paulo
cookies and cream,5.1,2,A9787,Campinas
vanilla,7.84,3,D7337,São Paulo
strawberry,1.87,3,C6739,Ribeirão Pires
vanilla,1.8,1,D1025,Campinas
chocolate,8.04,1,C7950,São Paulo
chocolate,4.27,3,B8212,São Paulo
cookies and cream,3.59,1,B6646,Ribeirão Pires
strawberry,6.26,4,C6739,Ribeirão Pires
vanilla,4.4,4,B5052,Ribeirão Pires
vanilla,5.34,3,A5289,Campinas
cookies and cream,9.36,3,A9787,Barueri
pistachio,3.47,3,D8176,Barueri
vanilla,8.16,4,C6250,Campinas
vanilla,4.64,4,C2949,São Paulo
strawberry,2.69,3,A5346,São Paulo
pistachio,1.3,1,A3078,Ribeirão Pires
vanilla,8.41,1,D2572,Barueri
strawberry,5.89,2,D1025,Campinas
pistachio,9.57,1,C2949,Ribeirão Pires
vanilla,3.7,1,C3529,Ribeirão Pires
vanilla,8.16,4,D6107,Barueri
chocolate,3.69,2,A5346,Ribeirão Pires
chocolate,1.69,3,D6107,Ribeirão Pires
strawberry,8.69,3,A1252,Ribeirão Pires
mint chocolate chips,2.77,2,D2572,Ribeirão Pires
cookies and cream,3.62,3,D2572,Ribeirão Pires
mint chocolate chips,2.48,3,D6107,Ribeirão Pires
pistachio,3.41,2,D3516,São Paulo
chocolate,1.77,1,D1025,Barueri
chocolate,3.54,4,B6646,São Paulo
strawberry,5.0,4,B2164,Barueri
pistachio,9.97,3,A3907,Campinas
mint chocolate chips,8.3,2,C3529,Campinas
pistachio,9.8,4,D9444,Ribeirão Pires
cookies and cream,1.0,2,C4371,Ribeirão Pires
cookies and cream,1.76,2,C6739,Campinas
pistachio,1.87,4,C2949,Barueri
chocolate,9.59,2,D5888,Ribeirão Pires
mint chocolate chips,2.79,3,C1904,Barueri
vanilla,3.75,2,A5289,Barueri
cookies and cream,8.97,1,C6505,Campinas
strawberry,9.98,3,A5346,Barueri
strawberry,2.89,1,D7337,Barueri
cookies and cream,9.98,3,C2318,Ribeirão Pires
vanilla,3.82,4,D6895,Barueri
pistachio,9.74,3,B6646,Ribeirão Pires
vanilla,5.96,2,B5004,Barueri
vanilla,4.31,2,A8641,Campinas
vanilla,1.16,4,D2572,Campinas
strawberry,5.77,4,A5346,São Paulo
chocolate,1.59,4,A8639,Barueri
mint chocolate chips,6.82,3,D9444,Ribeirão Pires
mint chocolate chips,5.6,1,B2164,São Paulo
pistachio,9.78,3,D3516,São Paulo
cookies and cream,6.04,4,D6506,Ribeirão Pires
cookies and cream,8.2,4,B5911,Ribeirão Pires
mint chocolate chips,7.96,2,B6646,São Paulo
chocolate,7.12,3,A5289,Ribeirão Pires
chocolate,1.67,1,D5888,São Paulo
mint chocolate chips,1.85,1,B2164,Barueri
cookies and cream,4.74,1,B5004,Campinas
chocolate,2.78,3,B4252,Barueri
mint chocolate chips,9.38,3,D9444,Barueri
mint chocolate chips,1.4,2,D3516,Ribeirão Pires
chocolate,9.8,4,A1252,São Paulo
pistachio,1.53,1,C2318,São Paulo
strawberry,9.84,4,B8212,Ribeirão Pires
pistachio,7.22,4,D3516,Ribeirão Pires
mint chocolate chips,6.43,3,D6107,São Paulo
pistachio,2.48,3,D8176,Ribeirão Pires
mint chocolate chips,7.51,1,C4371,São Paulo
pistachio,8.15,1,B2148,Ribeirão Pires
pistachio,6.57,4,B3946,Ribeirão Pires
strawberry,3.29,1,D6506,Ribeirão Pires
mint chocolate chips,6.26,4,B4383,Barueri
pistachio,5.86,1,D5888,São Paulo
pistachio,4.16,3,C2318,Ribeirão Pires
cookies and cream,2.05,2,B4383,Ribeirão Pires
strawberry,8.54,2,C2949,Campinas
vanilla,6.82,1,D2572,Ribeirão Pires
vanilla,2.88,4,B6646,Barueri
pistachio,2.97,1,B5052,Ribeirão Pires
chocolate,5.47,1,A3078,Ribeirão Pires
chocolate,4.21,2,A1234,Campinas
mint chocolate chips,6.62,1,C2949,Ribeirão Pires
mint chocolate chips,9.27,3,D1025,Barueri
pistachio,9.48,2,B4252,Campinas
vanilla,7.87,4,C1904,São Paulo
strawberry,3.21,2,B2164,Campinas
mint chocolate chips,5.3,3,A9787,Campinas
cookies and cream,1.93,4,C6250,Campinas
chocolate,5.61,4,A3078,Barueri
strawberry,5.99,3,B4383,São Paulo
cookies and cream,6.36,1,D5888,Campinas
cookies and cream,3.17,4,A2464,Campinas
chocolate,8.53,1,A1252,Campinas
pistachio,1.61,4,D8176,Ribeirão Pires
chocolate,2.52,2,B4252,Campinas
mint chocolate chips,8.83,2,B2164,Campinas
mint chocolate chips,7.71,3,D8176,Barueri
pistachio,1.5,4,D9444,Campinas
cookies and cream,4.72,2,D1025,Ribeirão Pires
mint chocolate chips,5.87,4,B5052,Barueri
cookies and cream,8.07,2,A3907,Ribeirão Pires
strawberry,2.13,3,B4252,Ribeirão Pires
vanilla,6.63,4,A8639,Barueri
pistachio,5.48,3,A8639,Campinas
mint chocolate chips,3.92,1,D6506,Barueri
cookies and cream,1.52,1,A9787,Barueri
mint chocolate chips,9.81,4,D7337,São Paulo
mint chocolate chips,9.06,1,A3078,Barueri
chocolate,4.56,4,C6250,Barueri
cookies and cream,7.1,3,A5289,Ribeirão Pires
strawberry,5.98,3,A8641,Campinas
chocolate,7.96,4,D2572,São Paulo
chocolate,8.48,4,A8641,Barueri
pistachio,1.74,1,C6505,Campinas
strawberry,1.4,4,A1234,Campinas
pistachio,6.22,2,D6506,Barueri
pistachio,7.84,2,D1025,Ribeirão Pires
strawberry,1.58,1,D2572,São Paulo
mint chocolate chips,9.76,1,D7337,Ribeirão Pires
chocolate,2.99,3,D5888,Ribeirão Pires
strawberry,8.02,4,B2164,Campinas
pistachio,1.44,4,A2464,Ribeirão Pires
cookies and cream,5.71,3,C9360,Ribeirão Pires
vanilla,9.25,3,B3946,Campinas
cookies and cream,6.42,1,D6895,Barueri
mint chocolate chips,3.83,3,C1904,Barueri
pistachio,3.22,1,D1025,São Paulo
strawberry,8.7,2,C6505,Barueri
strawberry,4.44,4,D5888,Campinas
chocolate,2.63,1,A9787,São Paulo
cookies and cream,8.12,2,A3078,Barueri
vanilla,9.4,4,D6107,Ribeirão Pires
cookies and cream,5.93,3,C9360,Ribeirão Pires
strawberry,6.61,4,A8641,Barueri
pistachio,1.62,2,B8212,Barueri
mint chocolate chips,1.23,4,B5004,São Paulo
mint chocolate chips,9.95,2,D8176,São Paulo
strawberry,5.45,2,C6739,Campinas
pistachio,5.5,1,C2949,Ribeirão Pires
mint chocolate chips,1.56,2,B3946,Barueri
cookies and cream,8.01,1,D7337,Campinas
pistachio,2.77,4,C6250,Barueri
chocolate,1.43,2,B4252,Campinas
vanilla,4.58,3,D5888,Campinas
cookies and cream,1.57,4,C4371,Barueri
pistachio,4.36,1,D8176,São Paulo
chocolate,9.08,2,B8212,Barueri
cookies and cream,6.93,2,C6250,Ribeirão Pires
vanilla,1.74,2,D8176,São Paulo
strawberry,9.8,4,B2148,São Paulo
mint chocolate chips,8.67,3,C6250,Ribeirão Pires
chocolate,4.38,3,C4371,Campinas
chocolate,5.45,4,A1234,Ribeirão Pires
chocolate,1.53,1,C6250,Barueri
strawberry,5.67,4,A8641,Barueri
vanilla,9.79,3,C2949,Campinas
chocolate,4.67,1,A5289,Campinas
cookies and cream,9.32,1,A3078,Campinas
vanilla,4.18,3,D6506,Ribeirão Pires
mint chocolate chips,7.04,3,A5289,São Paulo
vanilla,4.37,2,B5911,São Paulo
strawberry,9.13,1,A8641,Barueri
chocolate,4.98,4,B6646,Barueri
mint chocolate chips,6.12,2,B4252,São Paulo
pistachio,2.43,4,A8639,Barueri
vanilla,2.92,2,D6506,Campinas
strawberry,9.82,4,D8176,São Paulo
strawberry,5.46,2,C1904,Campinas
mint chocolate chips,5.93,1,D9444,Barueri
vanilla,4.23,2,A3907,Campinas
cookies and cream,3.25,1,B2148,Ribeirão Pires
vanilla,5.95,4,C1904,Ribeirão Pires
chocolate,1.35,1,D6895,Barueri
cookies and cream,2.71,4,C6250,Ribeirão Pires
cookies and cream,6.4,4,D6107,São Paulo
mint chocolate chips,8.75,2,A1252,Barueri
pistachio,3.51,3,C1904,Campinas
strawberry,4.31,1,D1025,Barueri
mint chocolate chips,7.92,4,A5289,São Paulo
mint chocolate chips,9.6,1,C6739,Campinas
pistachio,7.32,4,B2164,Campinas
chocolate,3.56,3,A8641,Campinas
pistachio,9.74,1,B8212,Barueri
vanilla,9.48,2,B5052,Barueri
vanilla,6.36,4,C9360,São Paulo
chocolate,7.16,1,C6505,São Paulo
vanilla,2.33,2,D7337,Barueri
cookies and cream,6.23,1,C2949,Ribeirão Pires
chocolate,1.32,1,D6506,Ribeirão Pires
chocolate,2.39,1,C1904,São Paulo
chocolate,4.95,3,A2464,Campinas
cookies and cream,1.49,1,A9787,Campinas
strawberry,4.14,2,C9360,Barueri
mint chocolate chips,7.32,3,A1234,São Paulo
cookies and cream,7.02,2,D5888,São Paulo
pistachio,7.64,2,D1025,São Paulo
vanilla,3.87,3,C4371,Ribeirão Pires
pistachio,8.82,3,B8212,Ribeirão Pires
chocolate,7.04,4,B2164,Barueri
mint chocolate chips,2.23,3,C6739,São Paulo
cookies and cream,7.44,4,B3946,Barueri
strawberry,2.49,3,D6506,Campinas
cookies and cream,8.16,3,D2572,Barueri
chocolate,5.82,3,A3907,Ribeirão Pires
pistachio,8.54,2,D6506,Campinas
mint chocolate chips,7.66,3,B2164,Barueri
mint chocolate chips,1.27,1,C6250,Ribeirão Pires
strawberry,2.33,3,B5052,Campinas
mint chocolate chips,6.76,3,C3529,Barueri
cookies and cream,5.66,2,A1234,Barueri
strawberry,3.56,1,D5888,Campinas
strawberry,7.48,3,A3907,Ribeirão Pires
vanilla,2.24,2,B6646,Barueri
pistachio,2.98,2,C9360,Campinas
mint chocolate chips,2.42,4,A8639,São Paulo
cookies and cream,9.13,4,C6250,São Paulo
strawberry,7.21,1,A1252,Campinas
vanilla,7.41,2,D6895,Ribeirão Pires
vanilla,6.35,3,C2949,Barueri
mint chocolate chips,2.04,4,C6250,Barueri
cookies and cream,4.33,1,A2464,São Paulo
strawberry,5.68,2,A8641,Ribeirão Pires
mint chocolate chips,8.98,3,D6506,São Paulo
pistachio,6.7,4,C4371,Ribeirão Pires
vanilla,9.1,3,D2572,Barueri
strawberry,1.52,1,C1904,Barueri
strawberry,9.2,2,C1904,São Paulo
strawberry,6.37,1,D8176,Ribeirão Pires
pistachio,1.85,4,A3078,Campinas
vanilla,9.48,3,B5052,Ribeirão Pires
cookies and cream,9.02,2,A1252,Barueri
mint chocolate chips,3.72,2,D9444,Ribeirão Pires
chocolate,8.36,1,C6739,Barueri
strawberry,6.26,4,A8639,São Paulo
chocolate,4.79,3,C7950,Barueri
chocolate,9.08,4,A8641,Campinas
chocolate,3.67,3,C9360,Ribeirão Pires
cookies and cream,9.11,3,D8176,Ribeirão Pires
pistachio,8.31,1,A8639,Ribeirão Pires
chocolate,5.02,1,A1252,Campinas
vanilla,2.61,1,B2164,Campinas
strawberry,4.09,3,D6506,Barueri
strawberry,1.09,3,A5346,Barueri
pistachio,4.13,4,C6739,Ribeirão Pires
pistachio,6.68,1,B2164,Barueri
strawberry,3.69,4,D8176,São Paulo
cookies and cream,5.59,1,C2318,Ribeirão Pires
strawberry,4.59,2,C7950,Campinas
pistachio,3.5,4,D8176,Barueri
strawberry,2.64,4,D1025,Barueri
strawberry,8.53,1,B4383,Campinas
vanilla,2.28,4,A3907,Ribeirão Pires
mint chocolate chips,3.69,4,B2148,São Paulo
chocolate,9.33,3,D7337,Ribeirão Pires
pistachio,3.6,2,D1025,Campinas
mint chocolate chips,9.35,1,A2464,São Paulo
pistachio,2.21,1,A1252,Barueri
strawberry,2.13,4,C9360,Ribeirão Pires
chocolate,1.38,1,C2949,Ribeirão Pires
chocolate,6.34,3,B8212,Ribeirão Pires
chocolate,8.46,3,B6646,São Paulo
pistachio,7.13,2,B6646,São Paulo
cookies and cream,3.53,2,C4371,Ribeirão Pires
mint chocolate chips,9.28,1,D9444,São Paulo
strawberry,2.83,3,C3529,Campinas
chocolate,7.2,1,D6506,Barueri
vanilla,6.37,3,A5289,Ribeirão Pires
cookies and cream,3.6,4,B5004,Ribeirão Pires
pistachio,8.1,1,D5888,Ribeirão Pires
pistachio,1.2,2,C6739,São Paulo
vanilla,1.43,3,D7337,Ribeirão Pires
pistachio,4.46,3,D6506,Barueri
mint chocolate chips,6.44,1,B6646,São Paulo
pistachio,3.83,4,A1252,Ribeirão Pires
mint chocolate chips,9.76,1,D5888,Campinas
pistachio,9.01,2,C7950,Campinas
mint chocolate chips,1.92,3,D6506,Barueri
chocolate,7.19,4,C3529,Ribeirão Pires
vanilla,7.74,1,A8639,Campinas
vanilla,2.74,4,B3946,São Paulo
strawberry,8.72,4,A5346,Ribeirão Pires
vanilla,9.75,1,A2464,Campinas
vanilla,9.38,2,D3516,São Paulo
pistachio,2.39,1,D8176,Ribeirão Pires
strawberry,3.72,4,D6506,Ribeirão Pires
mint chocolate chips,8.59,3,B5911,Campinas
strawberry,1.31,1,B4383,São Paulo
vanilla,2.1,3,B2164,São Paulo
vanilla,4.41,2,A8641,Campinas
mint chocolate chips,6.47,3,A8641,Barueri
cookies and cream,7.49,3,B5911,Campinas
pistachio,3.14,1,D3516,São Paulo
strawberry,6.32,3,D8176,Campinas
cookies and cream,5.58,4,C3529,Ribeirão Pires
vanilla,1.77,3,B5911,São Paulo
pistachio,1.46,1,A3078,Campinas
chocolate,5.53,2,A1252,Barueri
pistachio,2.92,2,D3516,São Paulo
pistachio,2.98,4,A3907,Ribeirão Pires
mint chocolate chips,6.59,3,D5888,Campinas
chocolate,2.08,1,C6250,Ribeirão Pires
strawberry,6.29,1,A5289,Campinas
strawberry,7.44,3,B5911,Barueri
mint chocolate chips,5.1,4,D2572,Barueri
strawberry,7.84,2,B5004,Barueri
pistachio,2.89,1,B6646,Barueri
strawberry,2.33,1,A2464,Barueri
vanilla,7.78,1,D1025,Ribeirão Pires
cookies and cream,4.06,1,C6739,Barueri
cookies and cream,8.27,4,D9444,São Paulo
mint chocolate chips,6.75,4,A3078,Barueri
strawberry,6.93,1,C1904,São Paulo
chocolate,8.62,1,A5289,Ribeirão Pires
strawberry,2.86,2,C6739,São Paulo
cookies and cream,9.3,4,A9787,Ribeirão Pires
chocolate,8.67,2,B4252,Barueri
chocolate,1.71,3,D1025,Ribeirão Pires
mint chocolate chips,9.65,2,C3529,São Paulo
pistachio,8.92,2,B4252,Campinas
strawberry,5.25,1,B2148,Ribeirão Pires
vanilla,5.82,1,D6895,São Paulo
cookies and cream,8.34,3,C2949,Ribeirão Pires
cookies and cream,9.93,3,C3529,Barueri
pistachio,8.35,2,A2464,São Paulo
pistachio,9.27,2,B2164,São Paulo
cookies and cream,2.02,1,D2572,Campinas
vanilla,5.91,1,D3516,São Paulo
pistachio,6.06,3,C2949,Barueri
vanilla,6.77,2,C4371,São Paulo
chocolate,2.65,4,C2318,Campinas
mint chocolate chips,4.12,3,C1904,Ribeirão Pires
pistachio,2.13,2,A8639,Campinas
strawberry,5.53,3,A5346,Ribeirão Pires
cookies and cream,8.12,4,C1904,Barueri
mint chocolate chips,1.99,2,A5289,Campinas
strawberry,5.54,2,B2164,Ribeirão Pires
vanilla,1.03,4,D9444,Barueri
vanilla,8.96,3,C2318,Barueri
vanilla,7.97,4,D6107,Ribeirão Pires
vanilla,9.98,1,D6506,Ribeirão Pires
chocolate,8.6,2,D6506,Campinas
mint chocolate chips,6.43,3,C1904,São Paulo
cookies and cream,1.96,3,A5289,Ribeirão Pires
mint chocolate chips,1.83,1,A3907,Barueri
strawberry,2.42,4,D6895,Barueri
chocolate,3.66,1,C4371,Barueri
vanilla,2.43,2,D6107,Barueri
vanilla,9.15,1,B5052,São Paulo
mint chocolate chips,3.43,4,D3516,Barueri
mint chocolate chips,9.33,1,C6739,Ribeirão Pires
cookies and cream,1.51,2,D1025,Ribeirão Pires
pistachio,3.09,3,B5052,Campinas
pistachio,1.35,2,B2148,Campinas
cookies and cream,7.77,3,B3946,Campinas
mint chocolate chips,6.52,2,B4383,Ribeirão Pires
strawberry,8.81,4,C2318,São Paulo
strawberry,6.83,1,A8639,São Paulo
vanilla,3.75,3,D8176,Ribeirão Pires
vanilla,1.87,3,C3529,Barueri
chocolate,5.81,1,C3529,Campinas
mint chocolate chips,9.23,1,C3529,Campinas
chocolate,7.72,3,D6895,Ribeirão Pires
pistachio,1.13,3,B5004,Ribeirão Pires
strawberry,1.71,4,B5052,São Paulo
vanilla,3.66,3,A5289,Barueri
mint chocolate chips,1.1,1,C6250,Campinas
pistachio,4.74,1,B5052,Barueri
mint chocolate chips,1.06,2,A8641,Campinas
chocolate,2.74,2,B3946,São Paulo
chocolate,9.02,1,C2318,São Paulo
pistachio,5.7,3,A5289,Barueri
strawberry,7.86,3,D8176,Barueri
strawberry,2.1,3,B8212,Ribeirão Pires
pistachio,6.09,1,B6646,São Paulo
cookies and cream,7.63,3,D1025,Campinas
cookies and cream,2.03,4,B3946,Barueri
pistachio,4.62,3,D5888,Barueri
mint chocolate chips,8.25,1,B3946,Ribeirão Pires
pistachio,6.84,4,D1025,Barueri
vanilla,4.2,4,B8212,Barueri
cookies and cream,1.41,1,A5346,Barueri
cookies and cream,1.17,4,B4383,Ribeirão Pires
vanilla,9.31,2,C2318,Ribeirão Pires
vanilla,4.97,2,B2164,Ribeirão Pires
chocolate,4.4,4,D5888,Ribeirão Pires
pistachio,7.41,3,A1252,Campinas
cookies and cream,2.47,2,A9787,Ribeirão Pires
chocolate,2.95,4,C1904,São Paulo
chocolate,3.67,3,A3078,São Paulo
strawberry,8.08,4,C2318,São Paulo
pistachio,2.49,3,D1025,Campinas
chocolate,7.75,4,B5911,Barueri
vanilla,3.02,2,B2164,Ribeirão Pires
chocolate,3.02,4,C3529,São Paulo
vanilla,7.5,1,B4252,Campinas
strawberry,6.6,4,C6739,São Paulo
chocolate,2.57,4,C3529,Barueri
pistachio,3.69,3,D3516,Campinas
mint chocolate chips,5.13,2,A3078,São Paulo
strawberry,8.93,3,A2464,Campinas
chocolate,1.8,2,C9360,Barueri
strawberry,5.44,3,B5004,Campinas
mint chocolate chips,4.4,4,A8641,Barueri
pistachio,8.72,4,D3516,Ribeirão Pires
pistachio,8.44,2,C7950,Barueri
cookies and cream,5.12,4,B5052,Ribeirão Pires
pistachio,3.84,2,D8176,São Paulo
cookies and cream,3.28,4,B4383,São Paulo
chocolate,4.51,3,A2464,Barueri
strawberry,7.91,3,D8176,Ribeirão Pires
mint chocolate chips,6.34,4,A8639,Barueri
strawberry,9.97,1,B5052,São Paulo
strawberry,8.76,3,C9360,Campinas
chocolate,6.26,1,B3946,Barueri
strawberry,2.87,4,C3529,Ribeirão Pires
mint chocolate chips,4.05,3,D6895,Campinas
pistachio,9.72,4,C4371,Ribeirão Pires
chocolate,5.0,3,B5911,Campinas
vanilla,8.62,3,C6505,São Paulo
cookies and cream,6.68,3,A1234,São Paulo
pistachio,7.19,1,A1234,Campinas
cookies and cream,5.64,3,D3516,Campinas
chocolate,2.78,4,A1234,São Paulo
chocolate,2.56,3,C1904,Ribeirão Pires
vanilla,3.99,4,C2318,São Paulo
chocolate,2.18,2,D8176,Ribeirão Pires
cookies and cream,6.81,2,A8641,São Paulo
cookies and cream,3.51,4,D3516,Campinas
chocolate,9.38,3,A8639,Ribeirão Pires
vanilla,4.85,4,B4383,Barueri
strawberry,1.74,4,D2572,Campinas
pistachio,5.28,3,B5911,Campinas
chocolate,9.65,3,C2949,Barueri
pistachio,6.86,4,D2572,Campinas
pistachio,3.09,2,B4252,Ribeirão Pires
chocolate,3.88,4,A3078,Campinas
pistachio,8.73,4,A5289,Campinas
cookies and cream,4.97,2,D7337,Ribeirão Pires
strawberry,3.19,3,B2148,Barueri
mint chocolate chips,7.85,1,B5052,Barueri
strawberry,1.09,2,C9360,Ribeirão Pires
vanilla,5.27,2,C9360,São Paulo
vanilla,8.02,1,D7337,São Paulo
strawberry,8.2,1,A1234,Campinas
chocolate,5.19,2,B5052,Barueri
cookies and cream,5.51,1,B5911,Campinas
vanilla,5.75,2,B3946,Ribeirão Pires
mint chocolate chips,7.17,2,C2949,Campinas
strawberry,7.34,2,D6895,São Paulo
vanilla,7.45,1,C3529,Ribeirão Pires
pistachio,9.31,2,A8641,São Paulo
pistachio,4.66,3,B6646,Campinas
cookies and cream,5.94,4,D7337,Barueri
chocolate,7.31,1,C2318,São Paulo
chocolate,8.46,1,C9360,Barueri
pistachio,3.42,4,D3516,São Paulo
chocolate,5.91,1,C7950,Ribeirão Pires
vanilla,3.57,1,D6107,Barueri
vanilla,1.24,3,B2148,Campinas
strawberry,8.67,4,D8176,Barueri
vanilla,7.46,2,C6250,Campinas
mint chocolate chips,1.28,1,A1234,São Paulo
pistachio,7.01,3,C2949,Ribeirão Pires
chocolate,2.69,2,C9360,Ribeirão Pires
cookies and cream,5.43,2,B5911,Campinas
strawberry,2.41,3,C1904,Barueri
vanilla,1.74,3,D6506,Barueri
pistachio,7.94,2,C1904,Campinas
mint chocolate chips,2.38,4,A8641,Campinas
pistachio,7.75,1,C7950,Ribeirão Pires
strawberry,4.39,3,A1234,Barueri
vanilla,5.05,2,D6107,Ribeirão Pires
pistachio,2.55,1,C2949,São Paulo
cookies and cream,8.27,3,B4252,São Paulo
vanilla,1.05,1,B2164,Ribeirão Pires
mint chocolate chips,9.05,1,A5346,São Paulo
chocolate,4.46,3,B4252,Ribeirão Pires
strawberry,6.11,2,A5289,Campinas
vanilla,3.86,1,D7337,Ribeirão Pires
chocolate,6.41,2,A1252,Barueri
vanilla,8.69,2,A9787,Campinas
pistachio,3.71,2,A3078,Ribeirão Pires
mint chocolate chips,9.78,4,B4252,Barueri
vanilla,4.72,4,C3529,Campinas
strawberry,3.25,2,A8639,Barueri
strawberry,7.74,4,D1025,Barueri
mint chocolate chips,9.47,4,C6739,Barueri
vanilla,2.67,1,C9360,São Paulo
mint chocolate chips,2.13,3,B5052,Campinas
strawberry,1.31,1,D6107,Ribeirão Pires
chocolate,5.93,1,D2572,São Paulo
vanilla,4.05,3,D3516,Ribeirão Pires
pistachio,3.27,1,A2464,Campinas
strawberry,4.03,3,B8212,São Paulo
pistachio,4.25,4,C2949,Ribeirão Pires
pistachio,6.33,2,C4371,Barueri
cookies and cream,3.27,1,C6739,Barueri
pistachio,7.42,2,C2318,Campinas
vanilla,4.54,3,A2464,Campinas
cookies and cream,2.86,4,B5052,Barueri
chocolate,3.47,2,B8212,Ribeirão Pires
pistachio,3.21,3,B5911,Ribeirão Pires
strawberry,4.28,4,B2164,Ribeirão Pires
mint chocolate chips,3.33,2,D8176,Ribeirão Pires
mint chocolate chips,6.0,3,A9787,São Paulo
cookies and cream,6.58,3,A3907,São Paulo
strawberry,9.19,1,C2949,Barueri
strawberry,3.42,4,A5289,Barueri
cookies and cream,2.39,4,A3907,Campinas
mint chocolate chips,4.42,1,D1025,São Paulo
vanilla,4.86,3,A3078,Campinas
strawberry,2.08,3,B4383,São Paulo
vanilla,8.94,4,A8639,Barueri
cookies and cream,5.91,4,B2148,Barueri
strawberry,9.57,4,A3078,Ribeirão Pires
vanilla,3.45,4,D6107,Ribeirão Pires
vanilla,2.96,1,D6895,Ribeirão Pires
chocolate,2.12,4,C1904,Campinas
pistachio,3.55,4,D6895,Ribeirão Pires
chocolate,3.86,2,C4371,Ribeirão Pires
strawberry,5.52,2,B4252,Campinas
mint chocolate chips,7.58,3,B3946,São Paulo
chocolate,3.25,4,C1904,Barueri
pistachio,1.47,3,C1904,Ribeirão Pires
mint chocolate chips,2.94,1,C6739,Campinas
vanilla,3.87,1,A2464,Barueri
chocolate,9.67,4,A1234,Barueri
mint chocolate chips,5.92,1,B2148,Campinas
mint chocolate chips,5.02,1,A8639,Ribeirão Pires
vanilla,2.01,1,A8639,Barueri
pistachio,3.71,2,D9444,Barueri
chocolate,2.46,3,A2464,Barueri
vanilla,3.52,2,B6646,Ribeirão Pires
mint chocolate chips,4.55,4,D2572,Ribeirão Pires
pistachio,2.87,1,C6505,Ribeirão Pires
chocolate,9.68,2,B3946,Barueri
strawberry,5.96,1,B4252,Ribeirão Pires
mint chocolate chips,6.45,4,A3078,São Paulo
chocolate,6.93,2,C1904,São Paulo
strawberry,1.83,2,D8176,Ribeirão Pires
vanilla,8.64,4,B5052,Ribeirão Pires
mint chocolate chips,3.54,4,C6250,São Paulo
cookies and cream,2.46,4,C6505,Ribeirão Pires
mint chocolate chips,8.87,1,C2318,Barueri
vanilla,5.13,3,B4383,Campinas
mint chocolate chips,5.29,3,D7337,Barueri
pistachio,6.72,1,C2318,Ribeirão Pires
vanilla,8.08,1,C1904,Ribeirão Pires
strawberry,3.52,3,B8212,Campinas
pistachio,5.15,3,A9787,Ribeirão Pires
vanilla,4.15,4,B2148,São Paulo
chocolate,2.54,4,A9787,Barueri
pistachio,8.59,1,B6646,Campinas
cookies and cream,6.49,3,A5289,Ribeirão Pires
mint chocolate chips,2.58,3,A2464,Ribeirão Pires
strawberry,5.18,1,C2949,Ribeirão Pires
strawberry,2.69,4,D6895,Ribeirão Pires
strawberry,3.44,3,A5346,Barueri
mint chocolate chips,8.2,3,B5052,Campinas
strawberry,4.96,4,D6895,Barueri
pistachio,5.8,4,D8176,Campinas
pistachio,4.46,1,A8639,Ribeirão Pires
cookies and cream,7.51,3,A2464,Ribeirão Pires
mint chocolate chips,9.99,1,A8639,São Paulo
chocolate,3.83,1,D6506,Campinas
vanilla,4.48,3,C6505,Barueri
cookies and cream,1.92,2,D1025,Ribeirão Pires
mint chocolate chips,6.29,3,A3078,Campinas
vanilla,3.5,3,B6646,São Paulo
chocolate,4.24,4,B6646,Barueri
strawberry,9.87,4,B8212,Campinas
mint chocolate chips,7.7,3,B4252,São Paulo
chocolate,6.47,1,A5289,Ribeirão Pires
mint chocolate chips,6.27,2,A1252,Ribeirão Pires
mint chocolate chips,4.03,2,C7950,Campinas
vanilla,5.51,3,C2318,São Paulo
chocolate,3.97,3,D1025,Ribeirão Pires
mint chocolate chips,5.75,4,D3516,Barueri
chocolate,4.37,4,D3516,São Paulo
vanilla,6.11,4,A3078,Campinas
vanilla,4.92,3,A9787,Barueri
pistachio,6.35,4,A8639,São Paulo
pistachio,6.11,4,C3529,São Paulo
chocolate,2.12,1,C1904,Ribeirão Pires
vanilla,3.71,4,B4252,Barueri
chocolate,9.78,3,A9787,Barueri
chocolate,9.57,3,D6107,São Paulo
mint chocolate chips,5.98,1,C2318,São Paulo
mint chocolate chips,4.15,4,D1025,Ribeirão Pires
vanilla,9.02,1,A8641,São Paulo
vanilla,3.53,3,B8212,Campinas
